id,smiles,population_id
128,C#CC(=O)N(c1cccc2c1OCO2)C(C(=O)NCc1ccccc1)c1ccccc1,0
129,Cc1cc(Br)ccc1CNC(=O)c1nn(-c2ccccc2Cl)c(-c2ccc(Cl)cc2)c1Cn1cncn1,0
130,CCc1nc(SCC(=O)c2ccc(O)cc2O)n[nH]1,0
131,CCCn1nc(C)c(NS(=O)(=O)c2c(C)cc(OC)c(C)c2C)c1C,0
132,CP1(=O)OCC2(CCCC3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OCC23)CO1,0
133,NS(=O)(=O)c1cccc(NC(=S)NC(=O)c2cc3ccccc3oc2=O)c1,0
134,O=C(NNC(=O)c1ccc(CNS(=O)(=O)c2ccc(F)c(Cl)c2)cc1)c1ccccc1,0
135,NC(=O)c1cccc2c1C(=O)N(CCN1CCOCC1)C2,0
136,CN1CCC(OC(=O)COc2ccc(Br)cc2)CC1,0
137,CC(C)C(C)Nc1cc(-c2[nH]c([S+](C)[O-])nc2-c2ccc(F)cc2)ccn1,0
138,CCOC(=O)CNC(=S)Nc1ccc(OCCn2c3ccccc3c3ccccc32)cc1,0
139,CC(C)C1CN(c2nnc(-c3ccc(F)cc3Br)n2C)CCO1,0
140,NC(CC(=O)O)(Cc1ccccc1)C(=O)O,0
141,Cc1cc(NC(=NC(C)(C)C)Nc2nccs2)ccn1,0
142,CC(=O)N1c2ccc(S(=O)(=O)NCCC(=O)N(C)C3CCCCC3)cc2CC1C,0
143,C1=CC2=C(CC1)C1=Cc3c(ccc4nccn34)NC1CC2,0
144,CC(C)(C)OC(=O)N1CCCC(OCC(O)CN2CCc3ccccc3C2)C1,0
145,CNc1cc(C)nc(N2CC(C(=O)O)C(C3CC3)C2)n1,0
146,CCc1csc(NC(=S)NCCc2c(F)cccc2F)n1,0
147,Clc1ccc(C2SCc3nc4ccccc4n32)cc1,0
148,COc1ccc(S(=O)(=O)N(Cc2cccc(F)c2F)C(Cc2cccs2)C(=O)NO)cc1,0
149,COc1cccc(CN2C(=O)C(=O)c3cc(OC(F)(F)F)ccc32)c1,0
150,O=P(O)(O)C(O)(C[n+]1cccc(-c2ccccc2)c1)P(=O)(O)O,0
151,Nc1nc(N)c2nc(CN3CCN(Cc4ccc(-c5ccccc5)cc4)CC3)nnc2n1,0
152,CCOP(=O)(OCC)OC1c2[nH]ccc2-c2cc(C(=O)OC)[nH]c2C1OC,0
153,CN(CCO)C(=O)c1cccc(-c2ccc(-c3ccc4c(n3)NCCC4)cc2)c1,0
154,COc1nc(NCC2CCCO2)nc(N2CC3CC(C2)c2cccc(=O)n2C3)n1,0
155,Nc1c(S(=O)(=O)O)cc(Nc2cccc(F)c2)c2c1C(=O)c1ccccc1C2=O,0
156,COc1ccc(S(=O)(=O)NC(C)C(=O)NCc2cccnc2)cc1OC,0
157,C[n+]1ccn(CCCCCCCCCCCn2cc[n+](C)c2)c1,0
158,Cn1c(CC(=O)NO)ccc1C(=O)Cc1ccccc1,0
159,CC(C)n1ncc2cc(NC(=O)c3cccc(S(=O)(=O)N4CCCC4)c3)cnc21,0
160,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4c(F)cccc34)n2)c(OC)cc1N(C)CCN(C)C,0
161,c1ccc(CCN2CCC(N(Cc3ccccc3)c3nc4ccccc4[nH]3)CC2)cc1,0
162,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc(C)n1C,0
163,Nc1nc(N)c2c(Oc3cccc(Cl)c3)cccc2n1,0
164,CN1CCN(c2ccc(Nc3ncc4c5ccc(OC(F)(F)F)cc5n(-c5cccc(NC(=O)CN)c5)c4n3)cc2)CC1,0
165,CC(c1ccccc1)n1c(NC2CCN(CCc3ccccc3)CC2)nc2ccccc21,0
166,CCN(CC)CCC(C)COc1c(Cl)cc(Cl)c2cccnc12,0
167,CCc1ccccc1N=C(S)N(CCc1ccncc1)C(C)C,0
168,CC1=C(C=CCCCC=CCO)C(=O)OC1=O,0
169,O=C(COC(=O)c1cc2ccccc2o1)NCc1ccco1,0
170,CN1CCN(c2ccc3c(N)cccc3n2)CC1,0
171,COc1cccc2nc(Nc3ccccc3)oc(=O)c12,0
172,Cc1c(C(C)OC(=O)Nc2ccccc2)sc2ncnn12,0
173,COc1cc2c3nnc(-c4ccc(F)cc4)c-3cn(Cc3cccc(C)c3)c2cc1OC,0
174,CC(C)(O)CCCC(CC#CC(O)(C(F)(F)F)C(F)(F)F)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0
175,O=C(Nc1ccccc1-c1cn2c(CN3CCNCC3)csc2n1)c1ccncn1,0
176,CC(NC(=O)c1cc(C(F)(F)F)nn1C)c1nc(-c2ccnc(C(F)(F)F)c2)no1,0
177,COc1c(O)cc(C(=O)O)cc1S,0
178,Cc1nc(N2CCN(Cc3ccccc3)CC2)nc(O)c1C,0
179,Cn1ncc(NC(=O)OCc2ccccc2)c1N1CCC(N)CC(F)(F)C1,0
180,COc1cc2oc3ccccc3c2cc1N(CC(=O)N(C)C)S(=O)(=O)c1ccccc1,0
181,COc1ccccc1C1(O)CCNCC1,0
182,Clc1cncc(OCC2CC3CC3N2)c1,0
183,Cc1cccc(Nc2nc(-c3ccnc(-c4cn(CCCCCCN)nn4)c3)cs2)c1,0
184,NC(=O)c1cc2c(nc1N)CCN(C(=O)C1CCCCC1)C2,0
185,Cc1ncc2c(n1)CCCC2NC(=O)c1ccc(Cn2cccn2)cc1,0
186,CC1CCCCC1NC(=O)NCCCCc1ccccc1,0
187,COc1ccc(Cc2nc3nccc(-c4ccncc4)n3n2)cc1,0
188,Cn1c(=O)c2c(nc3nc(NCCCN4CCN(c5cccc(Cl)c5)CC4)c(Br)cn32)n(C)c1=O,0
189,COc1ccc(C2CC(c3ccc(C(F)(F)F)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,0
190,CN1CCC(N(C)Cc2cnc(-c3ccccc3)s2)C1,0
191,CN1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NCC(F)F)nc2C1,0
192,C=CCN1C(=O)C(=CC(C)=Cc2ccccc2)SC1=S,0
193,CC(OC(=O)c1ccc2c(c1)OCO2)C(=O)NC1CCCCC1C,0
194,CCN(CC(=O)NCc1cccs1)C(=O)CCCOc1ccc(C(C)(C)C)cc1,0
195,Cc1sc(NC(=O)c2cc(O)c(O)c(O)c2)c(C#N)c1C,0
196,CC(=O)Oc1cccc2ccc(C=Cc3cccc(Cl)c3)nc12,0
197,COCC1CN(C(=O)CS(C)(=O)=O)Cc2ncn(CC3CC3)c21,0
198,CCc1ccc(C2CC(=O)Nc3c2c(C)nn3-c2nc(C)cc(C)n2)s1,0
199,CC(C)N(Cc1ccccc1)C(=O)CN1C(=O)C(Cc2c[nH]c3ccccc23)c2nnc(-c3ccccc3)n2-c2ccccc21,0
200,[N-]=[N+]=NC1CC(n2cnc3nc(N)nc(OC4CCC4)c32)OC1CO,0
201,O=C(Cc1cc2ccccc2[nH]1)NCc1cn(-c2ccc(O)cc2)nn1,0
202,Fc1ccc(CN2CCOCC(Oc3ccc(C(F)(F)F)cn3)C2)cc1,0
203,COc1ccc2nc(C)c3c(C)nc(-c4c(C)noc4C)n3c2n1,0
204,Nc1nc(-c2cccc(P(=O)(O)O)c2)cs1,0
205,CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3ccccc3n1)n2Cc1ccc(CC(=O)O)cc1,0
206,CCN(CC)c1nc2c(c(=O)n(C)c(=O)n2C)n1CC(=O)c1ccc(OC)c(OC)c1,0
207,COc1cc2nc(N3CCN(C(=O)C4CC5C=CC4C5)CC3)nc(N)c2cc1OC,0
208,Cc1cc2c(nc1C(O)c1cccc(Cl)c1)CCCCC2,0
209,C=CC1=CC2C3OC4(CC5CCCC6(CCC7(OC(CCC7(C)O)CC(=C)CCCC7=NCC(C)C(C)CC72CC1)O6)O5)CC(C)C(O)C3O4,0
210,N=C(N)Nc1ccccc1SCc1cc(Br)cc(Br)c1,0
211,CCc1cc(OCCc2nc(-c3ccc([N+](=O)[O-])cc3)oc2C)ncc1CCC(=O)O,0
212,CN(C)N=Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0
213,Cc1cc(CN2CCN(C(=O)NCc3ccc(C)s3)CC2)no1,0
214,COc1cccc(CCC(=O)OC2Cc3cc4ccc(=O)oc4cc3OC2(C)C)c1,0
215,c1ccc2c(OCC3CCCN3c3ccnc4ncnn34)cccc2c1,0
216,CCn1nc(C)c(Nc2ncc(Br)cn2)c1C,0
217,COc1cc(C)c(C(C)C)cc1S(=O)(=O)n1cnc([N+](=O)[O-])c1,0
218,CS(=O)(=O)Nc1ccc(-c2cc3c(NC(CO)c4ccccc4)ncnc3[nH]2)cc1,0
219,COc1ccc(S(=O)(=O)C(CCC(C)C)(Cc2cccnc2)C(=O)NO)cc1,0
220,Cc1ccncc1-c1nc(C)c2c(C)nc3ccc(C(F)(F)F)cc3n12,0
221,CCc1nc(-c2cc(S(=O)(=O)Nc3cccc(Cl)c3C)c(C)s2)cs1,0
222,O=C(NCc1ccccc1)Nc1ccc(-n2ccc(-c3ccccc3)n2)cc1,0
223,COc1ccc(-c2nc(C)ccc2OC)c(OC)n1,0
224,CN1CCN(C(=O)C2SCCc3sccc32)CC1,0
225,O=C(Nc1ccc(C=Cc2ccc(NC(=O)C3CCCN3C(O)Cc3ccccc3)cc2)cc1)C1CCCN1C(O)Cc1ccccc1,0
226,COc1cccc(Nc2nc(-c3ccc(Cl)cc3)ncc2C(=O)NCCC2CCCN2C)c1,0
227,CC(C)CC1NC(=O)C(C(C)C)NC(=O)c2cc([N+](=O)[O-])cc(I)c2NCCC(C(N)=O)NC1=O,0
228,COc1ccc2c(c1)C1(CCC(C(=O)N(C)CCN3CCCCC3)CC1)OC2=O,0
229,O=C(c1ccccc1)N(Cc1ccc(F)cc1)Cc1nc(O)c2ccccc2n1,0
230,O=C(C1=CC(C2CCCCC2)CC(OCc2ccc(CO)cc2)O1)N1CCN(Cc2ccccc2)CC1,0
231,COC(=O)c1scc(C)c1N1C(=O)c2ccccc2C1=O,0
232,O=C1c2ccc(O)cc2C(=O)N1c1cccc2c(O)cccc12,0
233,CN1CC2(CCN(C(=O)C3CCCCCC3)CC2)CC(c2ccccc2)C1=O,0
234,CCc1cc(-c2ccncc2)cc(CC)c1Nc1cccc(CN2CCCC2)c1C(=O)O,0
235,N=C(N)NCCCc1cn(Cc2ccccc2)nn1,0
236,CCCS(=O)(=O)Nc1ccc(F)c(-c2cc3cnc(NCCCO)nc3n(C)c2=O)c1F,0
237,O=C(C=Cc1ccc([N+](=O)[O-])cc1)NO,0
238,Cc1ccc(F)c(N2CCC(NC(=O)c3nn(-c4ccccc4)c(C)cc3=O)CC2)c1,0
239,O=C1OC(c2ccsc2)(c2ccccc2O)CC(O)=C1Sc1ccccc1Cl,0
240,CN(C(=O)Oc1c(C(C)(C)C)cccc1C(C)(C)C)S(=O)(=O)NC(c1ccccc1)c1ccccc1,0
241,O=C1C(=Cc2cccc(F)c2)CN(C(=O)C(Cl)Cl)CC1=Cc1cccc(F)c1,0
242,N#Cc1ccc(Nc2nc(Cc3c(Cl)cccc3Cl)nc(N3CCOCC3)n2)cc1,0
243,COc1cc(OC)c(NC(=O)c2ccc(OCC3CCCO3)cc2)cc1Cl,0
244,Cc1cc2c3ccccc3nc(O)n2n1,0
245,CCOc1ccc(C=C2Sc3ccc(C(=O)NCC4CCCO4)cc3N(C)C2=O)cc1OC,0
246,CNC(=O)c1cc(Oc2ccc(N3CCN(c4ccc(Cl)c(C(F)(F)F)c4)C3=O)cc2)ccn1,0
247,Clc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,0
248,CC[n+]1c(-c2cc3c(cc2C(C)C)CCC2C(C)(C(=O)OC)CCCC32C)csc1C,0
249,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,0
250,CS(=O)(=O)Nc1ccccc1NC(=O)C=Cc1cccc([N+](=O)[O-])c1,0
251,CC1(C)C(C(=O)OCc2c(F)cc(F)cc2F)N2C(=O)C(NC(=O)COc3ccccc3)C2S1(=O)=O,0
252,Cc1ccc(C(=O)N2CCCN(S(=O)(=O)c3ccccc3)CCC(=O)NCC2)s1,0
253,COc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)COC(=O)C1CC1,0
254,COC(=O)CN1CCC(Nc2ncc(C)c(N(C)C)n2)CC1,0
255,C=C1C(=CC=C2CCCC3(C)C(C(C)CC=CS(=O)(=O)C(C)(C)C)=CCC23)CC(O)CC1O,0
256,Cc1cc(N=C2C(=O)N(S(=O)(=O)C(F)(F)F)c3ccc(OC(F)(F)F)cc32)ccc1N1C(=O)c2ccc(Cl)cc2C1=O,0
257,CCC(C)C(NC(=O)C1CC2CCCCC2N1C(=O)C1CC2CCCCC2N1)C(=O)NC(C)C(=O)O,0
258,O=C1c2ccccc2N2C(=O)c3ccccc3C2N1Cc1ccccc1,0
259,CC(C)(C)C1OC(=O)C1NC(=O)OCc1ccc(-c2ccccc2)cc1,0
260,CNc1ccccc1SC(N)=C(C#N)C(C#N)=C(N)Sc1ccccc1NC,0
261,COc1ccc(N2CCN(Cc3cnc4cc(C)ncn34)CC2)cc1,0
262,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1cc(Cl)ccc1O,0
263,COC1C(CO)OC2C(C1O)n1c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6n2c5c31)C(=O)NC4=O,0
264,Nc1ccc(CN2CCN(C(=O)c3ccc(-c4nc(-c5ccc(C(F)(F)F)cc5)no4)nc3)CC2)cc1,0
265,Cc1nn(-c2ccccc2)c(C)c1NC(=O)COc1ccccc1C#N,0
266,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2C(C)O)n1,0
267,COc1ccc(C(=O)C[n+]2cc(-c3ccc(OC)cc3)n3c2CCC3)cc1,0
268,COc1cc(C=Cc2ccc(O)cc2)c(C=C[N+](=O)[O-])c(OC)c1,0
269,COc1cc(C(F)(F)F)cc(SC)c1C(=O)NC1(c2cnccn2)CCCN(C)C1,0
270,Cc1cc(Nc2nc(Oc3ccccc3)nc3ccccc23)n[nH]1,0
